nama_kabupaten_kota,tahun,gini_ratio,tingkat_penganggur_terbuka,rata_rata_inflasi_tahunan,indeks_pembangunan_manusia,persentase_penduduk_miskin
KOTA SUKABUMI,2021,0.406,10.57,97.0,79.7,
KOTA SUKABUMI,2021,0.406,10.57,97.0,72.99,
KOTA BANDUNG,2021,0.406,10.57,97.0,85.39,
KOTA BANDUNG,2021,0.406,10.57,97.0,80.88,
KOTA CIREBON,2021,0.406,10.57,97.0,78.56,
KOTA CIREBON,2021,0.406,10.57,97.0,74.21,
KOTA BEKASI,2021,0.406,10.57,97.0,86.42,
KOTA BEKASI,2021,0.406,10.57,97.0,80.45,
KOTA DEPOK,2021,0.406,10.57,97.0,85.6,
KOTA DEPOK,2021,0.406,10.57,97.0,79.57,
KOTA CIMAHI,2021,0.406,10.57,97.0,82.19,
KOTA CIMAHI,2021,0.406,10.57,97.0,75.57,
KOTA TASIKMALAYA,2021,0.406,10.57,97.0,76.49,
KOTA TASIKMALAYA,2021,0.406,10.57,97.0,70.17,
KOTA BANJAR,2021,0.406,10.57,97.0,76.97,
KOTA BANJAR,2021,0.406,10.57,97.0,66.97,
KABUPATEN BOGOR,2021,0.406,,97.0,75.38,
KABUPATEN BOGOR,2021,0.406,,97.0,67.39,
KABUPATEN SUKABUMI,2021,0.406,,97.0,72.44,
KABUPATEN SUKABUMI,2021,0.406,,97.0,63.34,
KABUPATEN CIANJUR,2021,0.406,,97.0,70.08,
KABUPATEN CIANJUR,2021,0.406,,97.0,59.08,
KABUPATEN BANDUNG,2021,0.406,,97.0,75.75,
KABUPATEN BANDUNG,2021,0.406,,97.0,71.09,
KABUPATEN GARUT,2021,0.406,,97.0,71.13,
KABUPATEN GARUT,2021,0.406,,97.0,58.42,
KABUPATEN TASIKMALAYA,2021,0.406,,97.0,70.59,
KABUPATEN TASIKMALAYA,2021,0.406,,97.0,60.96,
KABUPATEN CIAMIS,2021,0.406,,97.0,76.41,
KABUPATEN CIAMIS,2021,0.406,,97.0,66.13,
KABUPATEN KUNINGAN,2021,0.406,,97.0,75.06,
KABUPATEN KUNINGAN,2021,0.406,,97.0,65.28,
KABUPATEN CIREBON,2021,0.406,,97.0,73.96,
KABUPATEN CIREBON,2021,0.406,,97.0,61.75,
KABUPATEN MAJALENGKA,2021,0.406,,97.0,72.46,
KABUPATEN MAJALENGKA,2021,0.406,,97.0,62.49,
KABUPATEN SUMEDANG,2021,0.406,,97.0,75.07,
KABUPATEN SUMEDANG,2021,0.406,,97.0,71.45,
KABUPATEN INDRAMAYU,2021,0.406,,97.0,72.12,
KABUPATEN INDRAMAYU,2021,0.406,,97.0,63.41,
KABUPATEN SUBANG,2021,0.406,,97.0,73.01,
KABUPATEN SUBANG,2021,0.406,,97.0,66.08,
KABUPATEN PURWAKARTA,2021,0.406,,97.0,75.99,
KABUPATEN PURWAKARTA,2021,0.406,,97.0,65.88,
KABUPATEN KARAWANG,2021,0.406,,97.0,74.76,
KABUPATEN KARAWANG,2021,0.406,,97.0,67.5,
KABUPATEN BEKASI,2021,0.406,,97.0,79.23,
KABUPATEN BEKASI,2021,0.406,,97.0,70.42,
KABUPATEN BANDUNG BARAT,2021,0.406,,97.0,73.5,
KABUPATEN BANDUNG BARAT,2021,0.406,,97.0,58.12,
KABUPATEN PANGANDARAN,2021,0.406,,97.0,72.54,
KABUPATEN PANGANDARAN,2021,0.406,,97.0,65.23,
KOTA BOGOR,2021,0.406,,97.0,81.23,
KOTA BOGOR,2021,0.406,,97.0,73.81,
KOTA SUKABUMI,2021,0.406,,97.0,79.7,
KOTA SUKABUMI,2021,0.406,,97.0,72.99,
KOTA BANDUNG,2021,0.406,,97.0,85.39,
KOTA BANDUNG,2021,0.406,,97.0,80.88,
KOTA CIREBON,2021,0.406,,97.0,78.56,
KOTA CIREBON,2021,0.406,,97.0,74.21,
KOTA BEKASI,2021,0.406,,97.0,86.42,
KOTA BEKASI,2021,0.406,,97.0,80.45,
KOTA DEPOK,2021,0.406,,97.0,85.6,
KOTA DEPOK,2021,0.406,,97.0,79.57,
KOTA CIMAHI,2021,0.406,,97.0,82.19,
KOTA CIMAHI,2021,0.406,,97.0,75.57,
KOTA TASIKMALAYA,2021,0.406,,97.0,76.49,
KOTA TASIKMALAYA,2021,0.406,,97.0,70.17,
KOTA BANJAR,2021,0.406,,97.0,76.97,
KOTA BANJAR,2021,0.406,,97.0,66.97,
KABUPATEN BOGOR,2022,0.417,8.92,3.3825000000000003,75.91,
KABUPATEN BOGOR,2022,0.417,8.92,3.3825000000000003,68.28,
KABUPATEN SUKABUMI,2022,0.417,8.92,3.3825000000000003,72.95,
KABUPATEN SUKABUMI,2022,0.417,8.92,3.3825000000000003,63.93,
KABUPATEN CIANJUR,2022,0.417,8.92,3.3825000000000003,70.4,
KABUPATEN CIANJUR,2022,0.417,8.92,3.3825000000000003,59.77,
KABUPATEN BANDUNG,2022,0.417,8.92,3.3825000000000003,76.11,
KABUPATEN BANDUNG,2022,0.417,8.92,3.3825000000000003,71.52,
KABUPATEN GARUT,2022,0.417,8.92,3.3825000000000003,71.77,
KABUPATEN GARUT,2022,0.417,8.92,3.3825000000000003,59.41,
KABUPATEN TASIKMALAYA,2022,0.417,8.92,3.3825000000000003,71.48,
KABUPATEN TASIKMALAYA,2022,0.417,8.92,3.3825000000000003,61.93,
KABUPATEN CIAMIS,2022,0.417,8.92,3.3825000000000003,76.7,
KABUPATEN CIAMIS,2022,0.417,8.92,3.3825000000000003,66.76,
KABUPATEN KUNINGAN,2022,0.417,8.92,3.3825000000000003,75.42,
KABUPATEN KUNINGAN,2022,0.417,8.92,3.3825000000000003,65.74,
KABUPATEN CIREBON,2022,0.417,8.92,3.3825000000000003,74.68,
KABUPATEN CIREBON,2022,0.417,8.92,3.3825000000000003,62.74,
KABUPATEN MAJALENGKA,2022,0.417,8.92,3.3825000000000003,72.98,
KABUPATEN MAJALENGKA,2022,0.417,8.92,3.3825000000000003,63.27,
KABUPATEN SUMEDANG,2022,0.417,8.92,3.3825000000000003,75.96,
KABUPATEN SUMEDANG,2022,0.417,8.92,3.3825000000000003,72.23,
KABUPATEN INDRAMAYU,2022,0.417,8.92,3.3825000000000003,73.02,
KABUPATEN INDRAMAYU,2022,0.417,8.92,3.3825000000000003,64.38,
KABUPATEN SUBANG,2022,0.417,8.92,3.3825000000000003,73.69,
KABUPATEN SUBANG,2022,0.417,8.92,3.3825000000000003,67.02,
KABUPATEN PURWAKARTA,2022,0.417,8.92,3.3825000000000003,76.49,
KABUPATEN PURWAKARTA,2022,0.417,8.92,3.3825000000000003,66.5,
KABUPATEN KARAWANG,2022,0.417,8.92,3.3825000000000003,75.47,
KABUPATEN KARAWANG,2022,0.417,8.92,3.3825000000000003,68.3,
KABUPATEN BEKASI,2022,0.417,8.92,3.3825000000000003,79.69,
KABUPATEN BEKASI,2022,0.417,8.92,3.3825000000000003,71.22,
KABUPATEN BANDUNG BARAT,2022,0.417,8.92,3.3825000000000003,74.15,
KABUPATEN BANDUNG BARAT,2022,0.417,8.92,3.3825000000000003,59.09,
KABUPATEN PANGANDARAN,2022,0.417,8.92,3.3825000000000003,73.15,
KABUPATEN PANGANDARAN,2022,0.417,8.92,3.3825000000000003,65.98,
KOTA BOGOR,2022,0.417,8.92,3.3825000000000003,81.77,
KOTA BOGOR,2022,0.417,8.92,3.3825000000000003,74.39,
KOTA SUKABUMI,2022,0.417,8.92,3.3825000000000003,80.37,
KOTA SUKABUMI,2022,0.417,8.92,3.3825000000000003,73.8,
KOTA BANDUNG,2022,0.417,8.92,3.3825000000000003,85.88,
KOTA BANDUNG,2022,0.417,8.92,3.3825000000000003,81.42,
KOTA CIREBON,2022,0.417,8.92,3.3825000000000003,78.92,
KOTA CIREBON,2022,0.417,8.92,3.3825000000000003,74.9,
KOTA BEKASI,2022,0.417,8.92,3.3825000000000003,86.83,
KOTA BEKASI,2022,0.417,8.92,3.3825000000000003,81.18,
KOTA DEPOK,2022,0.417,8.92,3.3825000000000003,86.03,
KOTA DEPOK,2022,0.417,8.92,3.3825000000000003,80.41,
KOTA CIMAHI,2022,0.417,8.92,3.3825000000000003,82.93,
KOTA CIMAHI,2022,0.417,8.92,3.3825000000000003,76.27,
KOTA TASIKMALAYA,2022,0.417,8.92,3.3825000000000003,76.97,
KOTA TASIKMALAYA,2022,0.417,8.92,3.3825000000000003,70.71,
KOTA BANJAR,2022,0.417,8.92,3.3825000000000003,77.52,
KOTA BANJAR,2022,0.417,8.92,3.3825000000000003,67.96,
KABUPATEN BOGOR,2022,0.417,6.17,3.3825000000000003,75.91,
KABUPATEN BOGOR,2022,0.417,6.17,3.3825000000000003,68.28,
KABUPATEN SUKABUMI,2022,0.417,6.17,3.3825000000000003,72.95,
KABUPATEN SUKABUMI,2022,0.417,6.17,3.3825000000000003,63.93,
KABUPATEN CIANJUR,2022,0.417,6.17,3.3825000000000003,70.4,
KABUPATEN CIANJUR,2022,0.417,6.17,3.3825000000000003,59.77,
KABUPATEN BANDUNG,2022,0.417,6.17,3.3825000000000003,76.11,
KABUPATEN BANDUNG,2022,0.417,6.17,3.3825000000000003,71.52,
KABUPATEN GARUT,2022,0.417,6.17,3.3825000000000003,71.77,
KABUPATEN GARUT,2022,0.417,6.17,3.3825000000000003,59.41,
KABUPATEN TASIKMALAYA,2022,0.417,6.17,3.3825000000000003,71.48,
KABUPATEN TASIKMALAYA,2022,0.417,6.17,3.3825000000000003,61.93,
KABUPATEN CIAMIS,2022,0.417,6.17,3.3825000000000003,76.7,
KABUPATEN CIAMIS,2022,0.417,6.17,3.3825000000000003,66.76,
KABUPATEN KUNINGAN,2022,0.417,6.17,3.3825000000000003,75.42,
KABUPATEN KUNINGAN,2022,0.417,6.17,3.3825000000000003,65.74,
KABUPATEN CIREBON,2022,0.417,6.17,3.3825000000000003,74.68,
KABUPATEN CIREBON,2022,0.417,6.17,3.3825000000000003,62.74,
KABUPATEN MAJALENGKA,2022,0.417,6.17,3.3825000000000003,72.98,
KABUPATEN MAJALENGKA,2022,0.417,6.17,3.3825000000000003,63.27,
KABUPATEN SUMEDANG,2022,0.417,6.17,3.3825000000000003,75.96,
KABUPATEN SUMEDANG,2022,0.417,6.17,3.3825000000000003,72.23,
KABUPATEN INDRAMAYU,2022,0.417,6.17,3.3825000000000003,73.02,
KABUPATEN INDRAMAYU,2022,0.417,6.17,3.3825000000000003,64.38,
KABUPATEN SUBANG,2022,0.417,6.17,3.3825000000000003,73.69,
KABUPATEN SUBANG,2022,0.417,6.17,3.3825000000000003,67.02,
KABUPATEN PURWAKARTA,2022,0.417,6.17,3.3825000000000003,76.49,
KABUPATEN PURWAKARTA,2022,0.417,6.17,3.3825000000000003,66.5,
KABUPATEN KARAWANG,2022,0.417,6.17,3.3825000000000003,75.47,
KABUPATEN KARAWANG,2022,0.417,6.17,3.3825000000000003,68.3,
KABUPATEN BEKASI,2022,0.417,6.17,3.3825000000000003,79.69,
KABUPATEN BEKASI,2022,0.417,6.17,3.3825000000000003,71.22,
KABUPATEN BANDUNG BARAT,2022,0.417,6.17,3.3825000000000003,74.15,
KABUPATEN BANDUNG BARAT,2022,0.417,6.17,3.3825000000000003,59.09,
KABUPATEN PANGANDARAN,2022,0.417,6.17,3.3825000000000003,73.15,
KABUPATEN PANGANDARAN,2022,0.417,6.17,3.3825000000000003,65.98,
KOTA BOGOR,2022,0.417,6.17,3.3825000000000003,81.77,
KOTA BOGOR,2022,0.417,6.17,3.3825000000000003,74.39,
KOTA SUKABUMI,2022,0.417,6.17,3.3825000000000003,80.37,
KOTA SUKABUMI,2022,0.417,6.17,3.3825000000000003,73.8,
KOTA BANDUNG,2022,0.417,6.17,3.3825000000000003,85.88,
KOTA BANDUNG,2022,0.417,6.17,3.3825000000000003,81.42,
KOTA CIREBON,2022,0.417,6.17,3.3825000000000003,78.92,
KOTA CIREBON,2022,0.417,6.17,3.3825000000000003,74.9,
KOTA BEKASI,2022,0.417,6.17,3.3825000000000003,86.83,
KOTA BEKASI,2022,0.417,6.17,3.3825000000000003,81.18,
KOTA DEPOK,2022,0.417,6.17,3.3825000000000003,86.03,
KOTA DEPOK,2022,0.417,6.17,3.3825000000000003,80.41,
KOTA CIMAHI,2022,0.417,6.17,3.3825000000000003,82.93,
KOTA CIMAHI,2022,0.417,6.17,3.3825000000000003,76.27,
KOTA TASIKMALAYA,2022,0.417,6.17,3.3825000000000003,76.97,
KOTA TASIKMALAYA,2022,0.417,6.17,3.3825000000000003,70.71,
KOTA BANJAR,2022,0.417,6.17,3.3825000000000003,77.52,
KOTA BANJAR,2022,0.417,6.17,3.3825000000000003,67.96,
KABUPATEN BOGOR,2022,0.412,8.92,3.3825000000000003,75.91,
KABUPATEN BOGOR,2022,0.412,8.92,3.3825000000000003,68.28,
KABUPATEN SUKABUMI,2022,0.412,8.92,3.3825000000000003,72.95,
KABUPATEN SUKABUMI,2022,0.412,8.92,3.3825000000000003,63.93,
KABUPATEN CIANJUR,2022,0.412,8.92,3.3825000000000003,70.4,
KABUPATEN CIANJUR,2022,0.412,8.92,3.3825000000000003,59.77,
KABUPATEN BANDUNG,2022,0.412,8.92,3.3825000000000003,76.11,
KABUPATEN BANDUNG,2022,0.412,8.92,3.3825000000000003,71.52,
KABUPATEN GARUT,2022,0.412,8.92,3.3825000000000003,71.77,
KABUPATEN GARUT,2022,0.412,8.92,3.3825000000000003,59.41,
KABUPATEN TASIKMALAYA,2022,0.412,8.92,3.3825000000000003,71.48,
KABUPATEN TASIKMALAYA,2022,0.412,8.92,3.3825000000000003,61.93,
KABUPATEN CIAMIS,2022,0.412,8.92,3.3825000000000003,76.7,
KABUPATEN CIAMIS,2022,0.412,8.92,3.3825000000000003,66.76,
KABUPATEN KUNINGAN,2022,0.412,8.92,3.3825000000000003,75.42,
KABUPATEN KUNINGAN,2022,0.412,8.92,3.3825000000000003,65.74,
KABUPATEN CIREBON,2022,0.412,8.92,3.3825000000000003,74.68,
KABUPATEN CIREBON,2022,0.412,8.92,3.3825000000000003,62.74,
KABUPATEN MAJALENGKA,2022,0.412,8.92,3.3825000000000003,72.98,
KABUPATEN MAJALENGKA,2022,0.412,8.92,3.3825000000000003,63.27,
KABUPATEN SUMEDANG,2022,0.412,8.92,3.3825000000000003,75.96,
KABUPATEN SUMEDANG,2022,0.412,8.92,3.3825000000000003,72.23,
KABUPATEN INDRAMAYU,2022,0.412,8.92,3.3825000000000003,73.02,
KABUPATEN INDRAMAYU,2022,0.412,8.92,3.3825000000000003,64.38,
KABUPATEN SUBANG,2022,0.412,8.92,3.3825000000000003,73.69,
KABUPATEN SUBANG,2022,0.412,8.92,3.3825000000000003,67.02,
KABUPATEN PURWAKARTA,2022,0.412,8.92,3.3825000000000003,76.49,
KABUPATEN PURWAKARTA,2022,0.412,8.92,3.3825000000000003,66.5,
KABUPATEN KARAWANG,2022,0.412,8.92,3.3825000000000003,75.47,
KABUPATEN KARAWANG,2022,0.412,8.92,3.3825000000000003,68.3,
KABUPATEN BEKASI,2022,0.412,8.92,3.3825000000000003,79.69,
KABUPATEN BEKASI,2022,0.412,8.92,3.3825000000000003,71.22,
KABUPATEN BANDUNG BARAT,2022,0.412,8.92,3.3825000000000003,74.15,
KABUPATEN BANDUNG BARAT,2022,0.412,8.92,3.3825000000000003,59.09,
KABUPATEN PANGANDARAN,2022,0.412,8.92,3.3825000000000003,73.15,
KABUPATEN PANGANDARAN,2022,0.412,8.92,3.3825000000000003,65.98,
KOTA BOGOR,2022,0.412,8.92,3.3825000000000003,81.77,
KOTA BOGOR,2022,0.412,8.92,3.3825000000000003,74.39,
KOTA SUKABUMI,2022,0.412,8.92,3.3825000000000003,80.37,
KOTA SUKABUMI,2022,0.412,8.92,3.3825000000000003,73.8,
KOTA BANDUNG,2022,0.412,8.92,3.3825000000000003,85.88,
KOTA BANDUNG,2022,0.412,8.92,3.3825000000000003,81.42,
KOTA CIREBON,2022,0.412,8.92,3.3825000000000003,78.92,
KOTA CIREBON,2022,0.412,8.92,3.3825000000000003,74.9,
KOTA BEKASI,2022,0.412,8.92,3.3825000000000003,86.83,
KOTA BEKASI,2022,0.412,8.92,3.3825000000000003,81.18,
KOTA DEPOK,2022,0.412,8.92,3.3825000000000003,86.03,
KOTA DEPOK,2022,0.412,8.92,3.3825000000000003,80.41,
KOTA CIMAHI,2022,0.412,8.92,3.3825000000000003,82.93,
KOTA CIMAHI,2022,0.412,8.92,3.3825000000000003,76.27,
KOTA TASIKMALAYA,2022,0.412,8.92,3.3825000000000003,76.97,
KOTA TASIKMALAYA,2022,0.412,8.92,3.3825000000000003,70.71,
KOTA BANJAR,2022,0.412,8.92,3.3825000000000003,77.52,
KOTA BANJAR,2022,0.412,8.92,3.3825000000000003,67.96,
KABUPATEN BOGOR,2022,0.412,6.17,3.3825000000000003,75.91,
KABUPATEN BOGOR,2022,0.412,6.17,3.3825000000000003,68.28,
KABUPATEN SUKABUMI,2022,0.412,6.17,3.3825000000000003,72.95,
KABUPATEN SUKABUMI,2022,0.412,6.17,3.3825000000000003,63.93,
KABUPATEN CIANJUR,2022,0.412,6.17,3.3825000000000003,70.4,
KABUPATEN CIANJUR,2022,0.412,6.17,3.3825000000000003,59.77,
KABUPATEN BANDUNG,2022,0.412,6.17,3.3825000000000003,76.11,
KABUPATEN BANDUNG,2022,0.412,6.17,3.3825000000000003,71.52,
KABUPATEN GARUT,2022,0.412,6.17,3.3825000000000003,71.77,
KABUPATEN GARUT,2022,0.412,6.17,3.3825000000000003,59.41,
KABUPATEN TASIKMALAYA,2022,0.412,6.17,3.3825000000000003,71.48,
KABUPATEN TASIKMALAYA,2022,0.412,6.17,3.3825000000000003,61.93,
KABUPATEN CIAMIS,2022,0.412,6.17,3.3825000000000003,76.7,
KABUPATEN CIAMIS,2022,0.412,6.17,3.3825000000000003,66.76,
KABUPATEN KUNINGAN,2022,0.412,6.17,3.3825000000000003,75.42,
KABUPATEN KUNINGAN,2022,0.412,6.17,3.3825000000000003,65.74,
KABUPATEN CIREBON,2022,0.412,6.17,3.3825000000000003,74.68,
KABUPATEN CIREBON,2022,0.412,6.17,3.3825000000000003,62.74,
KABUPATEN MAJALENGKA,2022,0.412,6.17,3.3825000000000003,72.98,
KABUPATEN MAJALENGKA,2022,0.412,6.17,3.3825000000000003,63.27,
KABUPATEN SUMEDANG,2022,0.412,6.17,3.3825000000000003,75.96,
KABUPATEN SUMEDANG,2022,0.412,6.17,3.3825000000000003,72.23,
KABUPATEN INDRAMAYU,2022,0.412,6.17,3.3825000000000003,73.02,
KABUPATEN INDRAMAYU,2022,0.412,6.17,3.3825000000000003,64.38,
KABUPATEN SUBANG,2022,0.412,6.17,3.3825000000000003,73.69,
KABUPATEN SUBANG,2022,0.412,6.17,3.3825000000000003,67.02,
KABUPATEN PURWAKARTA,2022,0.412,6.17,3.3825000000000003,76.49,
KABUPATEN PURWAKARTA,2022,0.412,6.17,3.3825000000000003,66.5,
KABUPATEN KARAWANG,2022,0.412,6.17,3.3825000000000003,75.47,
KABUPATEN KARAWANG,2022,0.412,6.17,3.3825000000000003,68.3,
KABUPATEN BEKASI,2022,0.412,6.17,3.3825000000000003,79.69,
KABUPATEN BEKASI,2022,0.412,6.17,3.3825000000000003,71.22,
KABUPATEN BANDUNG BARAT,2022,0.412,6.17,3.3825000000000003,74.15,
KABUPATEN BANDUNG BARAT,2022,0.412,6.17,3.3825000000000003,59.09,
KABUPATEN PANGANDARAN,2022,0.412,6.17,3.3825000000000003,73.15,
KABUPATEN PANGANDARAN,2022,0.412,6.17,3.3825000000000003,65.98,
KOTA BOGOR,2022,0.412,6.17,3.3825000000000003,81.77,
KOTA BOGOR,2022,0.412,6.17,3.3825000000000003,74.39,
KOTA SUKABUMI,2022,0.412,6.17,3.3825000000000003,80.37,
KOTA SUKABUMI,2022,0.412,6.17,3.3825000000000003,73.8,
KOTA BANDUNG,2022,0.412,6.17,3.3825000000000003,85.88,
KOTA BANDUNG,2022,0.412,6.17,3.3825000000000003,81.42,
KOTA CIREBON,2022,0.412,6.17,3.3825000000000003,78.92,
KOTA CIREBON,2022,0.412,6.17,3.3825000000000003,74.9,
KOTA BEKASI,2022,0.412,6.17,3.3825000000000003,86.83,
KOTA BEKASI,2022,0.412,6.17,3.3825000000000003,81.18,
KOTA DEPOK,2022,0.412,6.17,3.3825000000000003,86.03,
KOTA DEPOK,2022,0.412,6.17,3.3825000000000003,80.41,
KOTA CIMAHI,2022,0.412,6.17,3.3825000000000003,82.93,
KOTA CIMAHI,2022,0.412,6.17,3.3825000000000003,76.27,
KOTA TASIKMALAYA,2022,0.412,6.17,3.3825000000000003,76.97,
KOTA TASIKMALAYA,2022,0.412,6.17,3.3825000000000003,70.71,
KOTA BANJAR,2022,0.412,6.17,3.3825000000000003,77.52,
KOTA BANJAR,2022,0.412,6.17,3.3825000000000003,67.96,
KABUPATEN BOGOR,2023,0.425,7.92,15.133333333333303,76.4,7.62
KABUPATEN BOGOR,2023,0.425,7.92,15.133333333333303,68.91,7.62
KABUPATEN SUKABUMI,2023,0.425,7.92,15.133333333333303,73.42,7.62
KABUPATEN SUKABUMI,2023,0.425,7.92,15.133333333333303,64.83,7.62
KABUPATEN CIANJUR,2023,0.425,7.92,15.133333333333303,70.99,7.62
KABUPATEN CIANJUR,2023,0.425,7.92,15.133333333333303,60.46,7.62
KABUPATEN BANDUNG,2023,0.425,7.92,15.133333333333303,76.71,7.62
KABUPATEN BANDUNG,2023,0.425,7.92,15.133333333333303,72.13,7.62
KABUPATEN GARUT,2023,0.425,7.92,15.133333333333303,72.47,7.62
KABUPATEN GARUT,2023,0.425,7.92,15.133333333333303,60.42,7.62
KABUPATEN TASIKMALAYA,2023,0.425,7.92,15.133333333333303,72.3,7.62
KABUPATEN TASIKMALAYA,2023,0.425,7.92,15.133333333333303,62.91,7.62
KABUPATEN CIAMIS,2023,0.425,7.92,15.133333333333303,77.25,7.62
KABUPATEN CIAMIS,2023,0.425,7.92,15.133333333333303,67.4,7.62
KABUPATEN KUNINGAN,2023,0.425,7.92,15.133333333333303,75.98,7.62
KABUPATEN KUNINGAN,2023,0.425,7.92,15.133333333333303,66.34,7.62
KABUPATEN CIREBON,2023,0.425,7.92,15.133333333333303,75.59,7.62
KABUPATEN CIREBON,2023,0.425,7.92,15.133333333333303,63.71,7.62
KABUPATEN MAJALENGKA,2023,0.425,7.92,15.133333333333303,73.52,7.62
KABUPATEN MAJALENGKA,2023,0.425,7.92,15.133333333333303,64.01,7.62
KABUPATEN SUMEDANG,2023,0.425,7.92,15.133333333333303,76.4,7.62
KABUPATEN SUMEDANG,2023,0.425,7.92,15.133333333333303,72.89,7.62
KABUPATEN INDRAMAYU,2023,0.425,7.92,15.133333333333303,73.55,7.62
KABUPATEN INDRAMAYU,2023,0.425,7.92,15.133333333333303,65.32,7.62
KABUPATEN SUBANG,2023,0.425,7.92,15.133333333333303,74.42,7.62
KABUPATEN SUBANG,2023,0.425,7.92,15.133333333333303,67.94,7.62
KABUPATEN PURWAKARTA,2023,0.425,7.92,15.133333333333303,77.01,7.62
KABUPATEN PURWAKARTA,2023,0.425,7.92,15.133333333333303,67.06,7.62
KABUPATEN KARAWANG,2023,0.425,7.92,15.133333333333303,76.02,7.62
KABUPATEN KARAWANG,2023,0.425,7.92,15.133333333333303,69.23,7.62
KABUPATEN BEKASI,2023,0.425,7.92,15.133333333333303,80.15,7.62
KABUPATEN BEKASI,2023,0.425,7.92,15.133333333333303,71.76,7.62
KABUPATEN BANDUNG BARAT,2023,0.425,7.92,15.133333333333303,74.63,7.62
KABUPATEN BANDUNG BARAT,2023,0.425,7.92,15.133333333333303,59.98,7.62
KABUPATEN PANGANDARAN,2023,0.425,7.92,15.133333333333303,73.58,7.62
KABUPATEN PANGANDARAN,2023,0.425,7.92,15.133333333333303,66.25,7.62
KOTA BOGOR,2023,0.425,7.92,15.133333333333303,82.45,7.62
KOTA BOGOR,2023,0.425,7.92,15.133333333333303,75.12,7.62
KOTA SUKABUMI,2023,0.425,7.92,15.133333333333303,81.03,7.62
KOTA SUKABUMI,2023,0.425,7.92,15.133333333333303,74.83,7.62
KOTA BANDUNG,2023,0.425,7.92,15.133333333333303,86.53,7.62
KOTA BANDUNG,2023,0.425,7.92,15.133333333333303,81.95,7.62
KOTA CIREBON,2023,0.425,7.92,15.133333333333303,79.4,7.62
KOTA CIREBON,2023,0.425,7.92,15.133333333333303,75.87,7.62
KOTA BEKASI,2023,0.425,7.92,15.133333333333303,87.4,7.62
KOTA BEKASI,2023,0.425,7.92,15.133333333333303,81.74,7.62
KOTA DEPOK,2023,0.425,7.92,15.133333333333303,86.58,7.62
KOTA DEPOK,2023,0.425,7.92,15.133333333333303,80.9,7.62
KOTA CIMAHI,2023,0.425,7.92,15.133333333333303,83.65,7.62
KOTA CIMAHI,2023,0.425,7.92,15.133333333333303,76.96,7.62
KOTA TASIKMALAYA,2023,0.425,7.92,15.133333333333303,77.55,7.62
KOTA TASIKMALAYA,2023,0.425,7.92,15.133333333333303,71.45,7.62
KOTA BANJAR,2023,0.425,7.92,15.133333333333303,78.03,7.62
KOTA BANJAR,2023,0.425,7.92,15.133333333333303,68.55,7.62
KABUPATEN BOGOR,2023,0.425,5.65,15.133333333333303,76.4,7.62
KABUPATEN BOGOR,2023,0.425,5.65,15.133333333333303,68.91,7.62
KABUPATEN SUKABUMI,2023,0.425,5.65,15.133333333333303,73.42,7.62
KABUPATEN SUKABUMI,2023,0.425,5.65,15.133333333333303,64.83,7.62
KABUPATEN CIANJUR,2023,0.425,5.65,15.133333333333303,70.99,7.62
KABUPATEN CIANJUR,2023,0.425,5.65,15.133333333333303,60.46,7.62
KABUPATEN BANDUNG,2023,0.425,5.65,15.133333333333303,76.71,7.62
KABUPATEN BANDUNG,2023,0.425,5.65,15.133333333333303,72.13,7.62
KABUPATEN GARUT,2023,0.425,5.65,15.133333333333303,72.47,7.62
KABUPATEN GARUT,2023,0.425,5.65,15.133333333333303,60.42,7.62
KABUPATEN TASIKMALAYA,2023,0.425,5.65,15.133333333333303,72.3,7.62
KABUPATEN TASIKMALAYA,2023,0.425,5.65,15.133333333333303,62.91,7.62
KABUPATEN CIAMIS,2023,0.425,5.65,15.133333333333303,77.25,7.62
KABUPATEN CIAMIS,2023,0.425,5.65,15.133333333333303,67.4,7.62
KABUPATEN KUNINGAN,2023,0.425,5.65,15.133333333333303,75.98,7.62
KABUPATEN KUNINGAN,2023,0.425,5.65,15.133333333333303,66.34,7.62
KABUPATEN CIREBON,2023,0.425,5.65,15.133333333333303,75.59,7.62
KABUPATEN CIREBON,2023,0.425,5.65,15.133333333333303,63.71,7.62
KABUPATEN MAJALENGKA,2023,0.425,5.65,15.133333333333303,73.52,7.62
KABUPATEN MAJALENGKA,2023,0.425,5.65,15.133333333333303,64.01,7.62
KABUPATEN SUMEDANG,2023,0.425,5.65,15.133333333333303,76.4,7.62
KABUPATEN SUMEDANG,2023,0.425,5.65,15.133333333333303,72.89,7.62
KABUPATEN INDRAMAYU,2023,0.425,5.65,15.133333333333303,73.55,7.62
KABUPATEN INDRAMAYU,2023,0.425,5.65,15.133333333333303,65.32,7.62
KABUPATEN SUBANG,2023,0.425,5.65,15.133333333333303,74.42,7.62
KABUPATEN SUBANG,2023,0.425,5.65,15.133333333333303,67.94,7.62
KABUPATEN PURWAKARTA,2023,0.425,5.65,15.133333333333303,77.01,7.62
KABUPATEN PURWAKARTA,2023,0.425,5.65,15.133333333333303,67.06,7.62
KABUPATEN KARAWANG,2023,0.425,5.65,15.133333333333303,76.02,7.62
KABUPATEN KARAWANG,2023,0.425,5.65,15.133333333333303,69.23,7.62
KABUPATEN BEKASI,2023,0.425,5.65,15.133333333333303,80.15,7.62
